Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
35683495,A Darkness at Sethanon (The Riftwar Saga #4),Raymond E. Feist,"Feist, Raymond E.",,"=""0525480129""","=""""",4,4.20,Spectra,Kindle Edition,447,2017,1986,2018/10/06,2018/09/28,,,read,,,,1,0
35683493,"Magician: Master (The Riftwar Saga, #2)",Raymond E. Feist,"Feist, Raymond E.",,"=""0525480056""","=""""",4,4.25,Spectra,Kindle Edition,523,2017,1982,2018/09/19,2018/09/09,,,read,,,,1,0
35664659,"Magician: Apprentice (The Riftwar Saga, #1)",Raymond E. Feist,"Feist, Raymond E.",,"=""""","=""""",4,4.17,Spectra,Kindle Edition,512,2017,1982,2018/09/09,2018/09/01,,,read,,,,1,0
34945597,The Great Passage,Shion Miura,"Miura, Shion",Juliet Winters Carpenter,"=""1477825002""","=""""",5,3.81,Amazon Crossing,Kindle Edition,224,2017,2011,2018/09/01,2018/06/20,,,read,,,,1,0
30290554,The Question of Red,Laksmi Pamuntjak,"Pamuntjak, Laksmi",,"=""1503991423""","=""9781503991422""",4,3.82,Amazon Crossing,Kindle Edition,478,2016,2012,2018/08/29,2018/08/12,,,read,,,,1,0
18045473,Last Train to Istanbul,Ayşe Kulin,"Kulin, Ayşe",John W. Baker,"=""1477857613""","=""""",4,3.87,Amazon Crossing,Kindle Edition,417,2013,2002,2018/08/12,2018/08/05,,,read,,,,1,0
8333884,The Night Crew,John Sandford,"Sandford, John",,"=""""","=""""",4,3.86,,Kindle Edition,372,2009,1997,2018/07/23,2018/07/16,,,read,,,,1,0
8239404,Dead Watch,John Sandford,"Sandford, John",,"=""""","=""""",4,4.01,,Kindle Edition,416,,2006,2018/07/09,2018/07/02,,,read,,,,1,0
35097255,The President Is Missing,Bill Clinton,"Clinton, Bill",James Patterson,"=""""","=""""",5,3.85,"Little, Brown and Company and Knopf",Kindle Edition,513,2018,2018,2018/07/02,2018/06/29,,,read,,,,1,0
34323502,Desert Flowers,Paul Pen,"Pen, Paul",Simon Bruni,"=""1542096057""","=""9781542096058""",4,3.99,Amazon Crossing,Kindle Edition,322,2017,2017,2018/06/20,2018/06/17,,,read,,,,1,0
28802599,The Light of the Fireflies,Paul Pen,"Pen, Paul",Simon Bruni,"=""1503988562""","=""9781503988569""",4,3.73,Amazon Crossing,Kindle Edition,338,2016,2013,2018/06/17,2018/06/13,,,read,,,,1,0
35148560,Tonight You’re Dead (Sandhamn Murders #4),Viveca Sten,"Sten, Viveca",Marlaine Delargy,"=""154209853X""","=""9781542098533""",4,4.13,Amazon Crossing,Kindle Edition,411,2017,2011,2018/06/13,2018/06/13,,,read,,,,1,0
32995725,"Guiltless (Sandhamn Murders, #3)",Viveca Sten,"Sten, Viveca",Marlaine Delargy,"=""1477821503""","=""9781477821503""",4,4.15,Amazon Crossing,Kindle Edition,370,2017,2010,2018/06/08,2018/06/05,,,read,,,,1,0
26401247,Closed Circles (Sandhamn Murders #2),Viveca Sten,"Sten, Viveca",Laura A. Wideburg,"=""150398866X""","=""9781503988668""",4,4.00,Amazon Crossing,Kindle Edition,464,2016,2009,2018/06/05,2018/05/28,,,read,,,,1,0
25365325,"Still Waters (Sandhamn Murders, #1)",Viveca Sten,"Sten, Viveca",,"=""150390704X""","=""9781503907041""",4,3.77,Amazon Crossing,Kindle Edition,387,2015,2008,2018/05/28,2018/05/24,,,read,,,,1,0
38261058,Trespassing,Brandi Reeds,"Reeds, Brandi",,"=""1503933652""","=""9781503933651""",4,4.08,Lake Union,Kindle Edition,352,2018,2018,2018/05/24,2018/05/19,,,read,,,,1,0
35404398,A River in Darkness: One Man's Escape from North Korea,Masaji Ishikawa,"Ishikawa, Masaji","Martin Brown, Risa Kobayashi","=""1542097193""","=""9781542097192""",4,4.28,Amazon Crossing,Kindle Edition,174,2018,2000,2018/05/20,2018/04/24,,,read,,,,1,0
36183538,The Extraordinary Life of Sam Hell,Robert Dugoni,"Dugoni, Robert",,"=""1503933334""","=""9781503933330""",4,4.43,Lake Union Publishing,Kindle Edition,449,2018,2018,2018/05/19,2018/05/16,,,read,,,,1,0
8118444,"The Hanged Man's Song (Kidd & LuEllen, #4)",John Sandford,"Sandford, John",,"=""""","=""""",5,4.10,,Kindle Edition,332,,2003,2018/05/16,2018/05/12,,,read,,,,1,0
18916853,The Empress File (Kidd & LuEllen #2),John Camp,"Camp, John",John Sandford,"=""""","=""""",4,4.04,Berkley,Kindle Edition,372,1992,1991,2018/05/07,2018/05/04,,,read,,,,1,0
36168749,"Twisted Prey (Lucas Davenport, #28)",John Sandford,"Sandford, John",,"=""""","=""""",5,4.37,G.P. Putnam's Sons,Kindle Edition,395,2018,2018,2018/05/02,2018/04/25,,,read,,,,1,0
25607494,Saturn Run,John Sandford,"Sandford, John",Ctein,"=""""","=""""",5,3.91,G.P. Putnam's Sons,Kindle Edition,496,2015,2015,2018/04/15,2018/04/06,,,read,,,,1,0
21490906,Deadline (Virgil Flowers #8),John Sandford,"Sandford, John",,"=""""","=""""",4,4.24,Putnam Adult,Kindle Edition,400,2014,2014,2018/03/31,2018/03/27,,,read,,,,1,0
18515598,"Storm Front  (Virgil Flowers, #7)",John Sandford,"Sandford, John",,"=""""","=""""",4,3.98,Putnam Adult,Kindle Edition,384,2013,2013,2018/03/27,2018/03/22,,,read,,,,1,0
18823770,"Mad River (Virgil Flowers, #6)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.21,Berkley,Kindle Edition,401,2012,2012,2018/03/22,2018/03/19,,,read,,,,1,0
12106356,"Shock Wave (Virgil Flowers, #5)",John Sandford,"Sandford, John",,"=""""","=""""",5,4.22,,Kindle Edition,401,,2011,2018/03/19,2018/03/17,,,read,,,,1,0
8909408,"Bad Blood (Virgil Flowers, #4)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.21,,Kindle Edition,395,,,2018/03/17,2018/03/13,,,read,,,,1,0
8388657,"Rough Country (Virgil Flowers, #3)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.20,,Kindle Edition,404,,2009,2018/03/13,2018/03/10,,,read,,,,1,0
8154143,"Heat Lightning (Virgil Flowers, #2)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.16,,Kindle Edition,401,,2008,2018/03/10,2018/03/05,,,read,,,,1,0
6392722,"Dark Of The Moon (Virgil Flowers, #1)",John Sandford,"Sandford, John",,"=""""","=""""",4,3.99,Berkley,Kindle Edition,396,2007,2007,2018/03/05,2017/10/28,,,read,,,,1,0
31430344,Golden Prey (Lucas Davenport #27),John Sandford,"Sandford, John",,"=""""","=""""",4,4.31,G.P. Putnam's Sons,Kindle Edition,399,2017,2017,2018/02/27,2018/02/25,,,read,,,,1,0
26061591,"Extreme Prey (Lucas Davenport, #26)",John Sandford,"Sandford, John",,"=""0698407105""","=""""",4,4.31,G.P. Putnam's Sons,Kindle Edition,410,2016,2016,2018/02/25,2018/02/21,,,read,,,,1,0
24356384,"Gathering Prey (Lucas Davenport, #25)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.23,G.P. Putnam's Sons,Kindle Edition,434,2015,2015,2018/02/21,2018/02/21,,,read,,,,1,0
18932042,Field of Prey (Lucas Davenport #24),John Sandford,"Sandford, John",,"=""110159778X""","=""9781101597781""",4,4.28,Penguin Group,ebook,400,2014,2014,2018/02/17,2018/02/15,,,read,,,,1,0
18813715,Silken Prey (Lucas Davenport #23),John Sandford,"Sandford, John",,"=""""","=""""",5,4.22,G.P. Putnam's Sons,Kindle Edition,417,2013,2013,2018/02/15,2018/02/11,,,read,,,,1,0
18825499,Stolen Prey (Lucas Davenport #22),John Sandford,"Sandford, John",,"=""""","=""""",4,4.21,G.P. Putnam's Sons,Kindle Edition,409,2012,2012,2018/02/11,2018/02/08,,,read,,,,1,0
11179322,"Buried Prey (Lucas Davenport, #21)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.25,,Kindle Edition,480,2011,2011,2018/02/07,2018/02/03,,,read,,,,1,0
8458571,"Storm Prey (Lucas Davenport, #20)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.19,Putnam Adult,Kindle Edition,420,2010,2010,2018/02/03,2018/02/01,,,read,,,,1,0
8170449,"Phantom Prey (Lucas Davenport, #18)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.04,,Kindle Edition,396,,2008,2018/01/27,2018/01/21,,,read,,,,1,0
6416379,"Invisible Prey (Lucas Davenport, #17)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.17,,Kindle Edition,412,,2007,2018/01/21,2018/01/18,,,read,,,,1,0
5374288,"Broken Prey (Lucas Davenport, #16)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.19,,Kindle Edition,412,,2005,2018/01/18,2018/01/15,,,read,,,,1,0
6325246,"Hidden Prey (Lucas Davenport, #15)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.12,,Kindle Edition,422,,2004,2018/01/15,2018/01/07,,,read,,,,1,0
11502728,"Naked Prey (Lucas Davenport, #14)",John Sandford,"Sandford, John",,"=""""","=""""",5,4.26,,Kindle Edition,406,,2003,2018/01/07,2018/01/03,,,read,,,,1,0
5374289,"Mortal Prey (Lucas Davenport, #13)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.26,,Kindle Edition,434,2009,2002,2018/01/03,2017/12/30,,,read,,,,1,0
6563363,"Chosen Prey (Lucas Davenport, #12)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.24,,Kindle Edition,406,2009,2001,2017/12/30,2017/12/26,,,read,,,,1,0
8333881,"Easy Prey (Lucas Davenport, #11)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.07,,Kindle Edition,404,2009,2000,2017/12/26,2017/12/20,,,read,,,,1,0
10839135,"Certain Prey (Lucas Davenport, #10)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.26,,Kindle Edition,398,2009,1999,2017/12/19,2017/12/17,,,read,,,,1,0
10874743,"Secret Prey (Lucas Davenport, #9)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.28,,Kindle Edition,511,2011,1998,2017/12/17,2017/12/13,,,read,,,,1,0
6490182,"Sudden Prey (Lucas Davenport, #8)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.19,G.P. Putnam's Sons,Kindle Edition,466,2009,1996,2017/12/01,2017/11/26,,,read,,,,1,0
11354132,"Mind Prey (Lucas Davenport, #7)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.23,G.P. Putnam's Sons,Kindle Edition,466,2010,1995,2017/11/26,2017/11/21,,,read,,,,1,0
11058456,"Night Prey (Lucas Davenport, #6)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.19,,Kindle Edition,420,2010,1994,2017/11/21,2017/11/21,,,read,,,,1,0
6642825,"Winter Prey (Lucas Davenport, #5)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.25,,Kindle Edition,356,2009,1993,2017/11/18,2017/11/12,,,read,,,,1,0
6642828,"Silent Prey (Lucas Davenport, #4)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.14,,Kindle Edition,391,1993,1992,2017/11/11,2017/11/09,,,read,,,,1,0
6627675,"Eyes Of Prey (Lucas Davenport, #3)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.19,,Kindle Edition,372,2009,1991,2017/11/09,2017/11/06,,,read,,,,1,0
6583156,Shadow Prey (Lucas Davenport #2),John Sandford,"Sandford, John",,"=""""","=""""",4,3.97,Berkley,Kindle Edition,464,1991,1990,2017/11/06,2017/11/02,,,read,,,,1,0
6463851,"Rules Of Prey (Lucas Davenport, #1)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.11,Berkley,Kindle Edition,496,1990,1989,2017/11/02,2017/10/28,,,read,,,,1,0
18633705,"MaddAddam (MaddAddam, #3)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",4,4.02,Anchor,Kindle Edition,497,2013,2013,2017/10/28,2017/10/11,,,read,,,,1,0
8199289,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.06,Anchor,Kindle Edition,529,2009,2009,2017/10/22,2017/10/11,,,read,,,,1,0
5088200,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,"Atwood, Margaret",,"=""""","=""""",5,4.01,Anchor,Kindle Edition,400,2004,2003,2017/10/17,2017/10/11,,,read,,,,1,0
18662473,Give and Take: Why Helping Others Drives Our Success,Adam M. Grant,"Grant, Adam M.",,"=""""","=""""",0,4.07,Penguin Books,Kindle Edition,321,2013,2013,,2017/10/10,currently-reading,currently-reading (#2),currently-reading,,,,1,0
27275266,The Long Cosmos (Long Earth #5),Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""""","=""""",4,3.91,Harper,Kindle Edition,405,2016,2016,2017/10/10,2017/10/03,,,read,,,,1,0
24355734,The Long Utopia (The Long Earth #4),Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""""","=""""",4,3.90,Harper,Kindle Edition,373,2015,2015,2017/10/03,2017/09/26,,,read,,,,1,0
19731915,"The Long Mars (Long Earth, #3)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""""","=""""",4,3.76,Harper,Kindle Edition,373,2014,2014,2017/09/26,2017/09/21,,,read,,,,1,0
18021144,The Long War (The Long Earth #2),Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,3.64,Harper,Kindle Edition,432,2013,2013,2017/09/21,2017/09/15,,,read,,,,1,0
13604418,"The Long Earth (The Long Earth, #1)",Stephen Baxter,"Baxter, Stephen",Terry Pratchett,"=""""","=""""",3,3.78,Harper,Kindle Edition,336,2012,2012,2017/09/14,2017/09/08,,,read,,,,1,0
30299451,Walkaway,Cory Doctorow,"Doctorow, Cory",,"=""""","=""""",4,3.76,Tor Books,Kindle Edition,384,2017,2017,2017/09/08,2017/09/01,,,read,,,,1,0
32075463,The Rise and Fall of D.O.D.O. (D.O.D.O. #1),Neal Stephenson,"Stephenson, Neal",Nicole Galland,"=""""","=""""",4,3.86,William Morrow,Kindle Edition,769,2017,2017,2017/09/01,2017/09/01,,,read,,,,1,0
18918959,"A Rising Thunder (Honor Harrington, #13)",David Weber,"Weber, David",,"=""1618248456""","=""""",4,4.11,Baen Books,Kindle Edition,423,2013,2012,2017/08/23,2017/08/08,,,read,,,,1,0
18887878,"Mission of Honor (Honor Harrington, #12)",David Weber,"Weber, David",,"=""1618247743""","=""""",4,4.22,Baen Books,Kindle Edition,571,2010,2010,2017/08/17,2017/08/08,,,read,,,,1,0
30183198,History of Wolves,Emily Fridlund,"Fridlund, Emily",,"=""0802125875""","=""9780802125873""",5,3.41,Grove Atlantic,Hardcover,288,2017,2017,,2017/08/08,,,read,,,,1,0
18652427,"War of Honor (Honor Harrington, #10)",David Weber,"Weber, David",,"=""1618243519""","=""""",4,4.13,Baen Books,Kindle Edition,1114,2002,2002,2017/07/18,2017/07/05,,,read,,,,1,0
18652428,"Ashes of Victory (Honor Harrington, #9)",David Weber,"Weber, David",,"=""1618242210""","=""""",4,4.19,Baen Books,Kindle Edition,676,2000,2001,2017/07/05,2017/06/26,,,read,,,,1,0
18652430,"Echoes of Honor (Honor Harrington, #8)",David Weber,"Weber, David",,"=""1618242008""","=""""",5,4.24,Baen Books,Kindle Edition,740,2012,1998,2017/06/26,2017/06/21,,,read,,,,1,0
18652431,"In Enemy Hands (Honor Harrington, #7)",David Weber,"Weber, David",,"=""1618241761""","=""""",4,4.24,Baen Books,Kindle Edition,545,2013,1998,2017/06/21,2017/06/14,,,read,,,,1,0
9200540,The Cobra,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",3,3.78,,Kindle Edition,401,,2010,2014/05/16,2014/05/16,,,read,,,,1,0
18652432,"Honor Among Enemies (Honor Harrington, #6)",David Weber,"Weber, David",,"=""1618241796""","=""""",4,4.27,Baen Books,Kindle Edition,556,2012,1996,2017/06/14,2017/06/03,,,read,,,,1,0
18652433,"Flag in Exile (Honor Harrington, #5)",David Weber,"Weber, David",,"=""1618242768""","=""""",4,4.22,Baen Books,Kindle Edition,424,2001,2002,,2017/06/03,,,read,,,,1,0
18652436,"Field of Dishonor (Honor Harrington, #4)",David Weber,"Weber, David",,"=""1618242016""","=""""",4,4.22,Baen Books,Kindle Edition,302,2012,1994,2017/05/28,2017/05/28,,,read,,,,1,0
18652437,"The Short Victorious War (Honor Harrington, #3)",David Weber,"Weber, David",,"=""1618243187""","=""""",4,4.18,Baen Books,Kindle Edition,360,2002,1994,2017/05/22,2017/05/17,,,read,,,,1,0
17337884,"The Honor of the Queen (Honor Harrington, #2)",David Weber,"Weber, David",,"=""1618242229""","=""""",4,4.23,Baen Books,Kindle Edition,393,2000,1993,2017/05/17,2017/05/08,,,read,,,,1,0
17162633,"On Basilisk Station (Honor Harrington, #1)",David Weber,"Weber, David",,"=""1618241214""","=""""",4,4.13,Baen Books,Kindle Edition,432,2012,1993,,2017/05/08,,,read,,,,1,0
33953603,Snapshot,Brandon Sanderson,"Sanderson, Brandon",,"=""1938570154""","=""""",4,4.06,"Dragonsteel Entertainment, LLC",Kindle Edition,100,2017,2017,2017/05/02,2017/05/01,,,read,,,,1,0
34311093,Beach Lawyer (Beach Lawyer #1),Avery Duff,"Duff, Avery",,"=""1503998932""","=""9781503998933""",4,3.88,Thomas & Mercer,Kindle Edition,382,2017,2017,2017/05/01,2017/04/27,,,read,,,,1,0
20336279,"Siege Perilous (Foreworld, #5)",E.D. deBirmingham,"deBirmingham, E.D.",,"=""1477867597""","=""""",4,3.84,47North,Kindle Edition,410,2014,2014,2017/04/19,2017/04/19,,,read,,,,1,0
18652331,"Katabasis (Foreworld, #4)",Joseph Brassey,"Brassey, Joseph","Cooper Moo, Mark Teppo, Angus Trim","=""1477898212""","=""""",4,3.86,47North,Kindle Edition,424,2013,2013,2017/04/14,2017/04/04,,,read,,,,1,0
16059493,"The Mongoliad: Book Three (Foreworld, #3)",Neal Stephenson,"Stephenson, Neal","Greg Bear, Mark Teppo, Nicole Galland, Erik Bear, Joseph Brassey, Cooper Moo, Mike Grell","=""""","=""""",4,3.86,47North,Kindle Edition,804,2013,2013,,2017/04/04,,,read,,,,1,0
19438287,The Mongoliad (The Mongoliad Cycle Book 1),Neal Stephenson,"Stephenson, Neal","Greg Bear, Mark Teppo, Erik Bear, Joseph Brassey, Cooper Moo, Nicole Galland, Mike Grell","=""1611093910""","=""""",3,3.53,47North,Kindle Edition,444,2012,2012,,2017/03/13,,,read,,,,1,0
25947237,Originals: How Non-Conformists Move the World,Adam M. Grant,"Grant, Adam M.",Sheryl Sandberg,"=""""","=""""",4,3.96,Penguin Books,Kindle Edition,349,2016,2016,2017/03/03,2017/02/26,,,read,,,,1,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2017/02/28,,,read,,,,1,0
8150248,"Olympos (Ilium, #2)",Dan Simmons,"Simmons, Dan",,"=""""","=""""",5,3.95,HarperCollins e-books,Kindle Edition,912,2009,2005,2017/02/26,2017/02/12,,,read,,,,1,0
6445824,"Ilium (Ilium, #1)",Dan Simmons,"Simmons, Dan",,"=""""","=""""",4,4.04,,Kindle Edition,752,,2003,,2017/02/12,,,read,,,,1,0
10294362,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""""","=""""",4,4.17,Spectra,Kindle Edition,722,2011,1997,2017/01/28,2017/01/28,,,read,,,,1,0
10294361,"Endymion (Hyperion Cantos, #3)",Dan Simmons,"Simmons, Dan",Gary Ruddell,"=""""","=""""",4,4.19,Spectra,Kindle Edition,578,2011,1996,2017/01/17,2017/01/17,,,read,,,,1,0
10429950,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""""","=""""",5,4.23,Spectra,Kindle Edition,595,2011,1990,2017/01/05,2017/01/05,,,read,,,,1,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",5,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,2016/12/26,2016/12/16,,,read,,,,1,0
16031812,"A Memory of Light (Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""""","=""""",5,4.57,Tor Books,Kindle Edition,1025,2013,2013,2016/12/16,2016/12/16,,,read,,,,1,0
10371118,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""""","=""""",5,4.47,Tor Books,Kindle Edition,977,2011,2010,2016/12/03,2016/12/03,,,read,,,,1,0
8411648,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""""","=""""",5,4.42,Tor Books,Kindle Edition,861,2009,2009,2016/11/18,2016/11/18,,,read,,,,1,0
8260859,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,4.19,Tor Books,Kindle Edition,886,2010,2005,2016/11/04,2016/11/04,,,read,,,,1,0
8260811,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,3.78,Tor Books,Kindle Edition,832,2010,2003,2016/10/17,2016/09/29,,,read,,,,1,0
8504276,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,3.97,Tor Books,Kindle Edition,705,2010,2000,2016/09/29,2016/09/17,,,read,,,,1,0
8260833,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",3,3.93,Tor Books,Kindle Edition,669,2010,1998,2016/09/17,2016/09/17,,,read,,,,1,0
8153987,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",5,4.06,Tor Books,Kindle Edition,902,2010,1996,2016/09/04,2016/09/04,,,read,,,,1,0
8130608,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,4.18,Tor Books,Kindle Edition,1036,2010,1994,2016/08/13,2016/07/17,,,read,,,,1,0
8148129,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,4.20,Tor Books,Kindle Edition,926,2010,1993,2016/07/17,2016/06/25,,,read,,,,1,0
8153991,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,4.28,Tor Books,Kindle Edition,1051,2010,1992,2016/06/25,2016/06/01,,,read,,,,1,0
8153990,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,4.27,Tor Books,Kindle Edition,632,2009,1991,2016/06/01,2016/05/13,,,read,,,,1,0
344935,Latro in the Mist (Latro #1-2),Gene Wolfe,"Wolfe, Gene",,"=""0765302942""","=""9780765302946""",5,4.20,Orb Books,Paperback,640,2003,2003,,2010/02/10,,,read,,,,1,0
8153989,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",4,4.26,Tor Books,Kindle Edition,681,2009,1990,2016/05/13,2016/04/21,,,read,,,,1,0
18958405,Appointment in Samarra,John O'Hara,"O'Hara, John","Neil Gower, Charles McGrath","=""1101602953""","=""""",4,3.82,Penguin Classics,Kindle Edition,237,2013,1934,2016/03/27,2016/03/27,,,read,,,,1,0
8651091,Schrödinger's Cat Trilogy,Robert Anton Wilson,"Wilson, Robert Anton",,"=""""","=""""",4,4.08,,Kindle Edition,560,,1981,2016/03/20,2016/03/20,,,read,,,,1,0
8472229,The Illuminatus! Trilogy: The Eye in the Pyramid/The Golden Apple/Leviathan,Robert Shea,"Shea, Robert",,"=""""","=""""",4,4.01,,Kindle Edition,811,,1983,2016/03/03,2016/02/22,,,read,,,,1,0
19099525,Peace,Gene Wolfe,"Wolfe, Gene",,"=""""","=""""",4,4.11,Orb Books,Kindle Edition,320,1995,1975,2016/02/20,2016/02/20,,,read,,,,1,0
8562526,Firstborn,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",3,3.97,Tor Books,Kindle Edition,48,2010,2008,2016/02/15,2016/02/15,,,read,,,,1,0
21911720,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.25,Delacorte Press,Kindle Edition,424,2015,2015,2016/02/14,2016/02/11,,,read,,,,1,0
17698536,"Steelheart (Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.14,Delacorte Press,Kindle Edition,400,2013,2013,2016/02/11,2016/02/11,,,read,,,,1,0
25072517,Shadows for Silence in the Forests of Hell,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.18,"Dragonsteel, LLC",Kindle Edition,72,2015,2013,2016/02/06,2016/02/06,,,read,,,,1,0
28698036,"Secret History (Mistborn, #3.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.35,"Dragonsteel, LLC",Kindle Edition,160,2016,2016,2016/02/05,2016/02/05,,,read,,,,1,0
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.42,Tor,Kindle Edition,448,2016,2016,2016/02/03,2016/02/03,,,read,,,,1,0
12349533,Boomerang: Travels in the New Third World,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",4,3.90,,Kindle Edition,212,2011,2011,2016/01/28,2016/01/28,,,read,,,,1,0
6622824,Next: The Future Just Happened,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",3,3.70,,Kindle Edition,240,,2001,2016/01/20,2016/01/20,,,read,,,,1,0
20639917,Flash Boys: A Wall Street Revolt,Michael   Lewis,"Lewis, Michael",,"=""""","=""""",4,4.14,W. W. Norton & Company,Kindle Edition,323,2014,2014,2016/01/12,2016/01/07,,,read,,,,1,0
8435011,Although Of Course You End Up Becoming Yourself: A Road Trip with David Foster Wallace,David Lipsky,"Lipsky, David",,"=""""","=""""",5,3.92,,Kindle Edition,354,,2010,2015/12/04,2015/12/04,,,read,,,,1,0
22038798,Pandora By Holly Hollander,Gene Wolfe,"Wolfe, Gene",,"=""""","=""""",4,3.58,Orb Books,Kindle Edition,213,1993,1990,2015/11/26,2015/11/26,,,read,,,,1,0
22816087,Seveneves,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,4.00,William Morrow,Kindle Edition,872,2015,2015,2015/07/14,2015/05/28,,,read,,,,1,0
25399932,Avenue of Mysteries,John Irving,"Irving, John",,"=""""","=""""",4,3.27,Simon & Schuster,Kindle Edition,481,2015,2015,2015/11/13,2015/11/13,,,read,,,,1,0
9829008,Home Fires,Gene Wolfe,"Wolfe, Gene",,"=""""","=""""",4,3.25,Tor Books,Kindle Edition,305,2011,2011,2015/11/07,2015/11/07,,,read,,,,1,0
24720036,Slade House,David Mitchell,"Mitchell, David",,"=""""","=""""",4,3.81,Random House,Kindle Edition,241,2015,2015,2015/10/30,2015/10/27,,,read,,,,1,0
8978854,Our Story Begins: New and Selected Stories,Tobias Wolff,"Wolff, Tobias",,"=""""","=""""",0,4.14,Vintage,Kindle Edition,401,2008,2008,,2015/10/26,currently-reading,currently-reading (#1),currently-reading,,,,1,0
6699275,number9dream,David Mitchell,"Mitchell, David",,"=""""","=""""",5,3.87,Random House,Kindle Edition,418,2007,2001,2015/10/22,2015/10/22,,,read,,,,1,0
