Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
18242854,Orfeo,Richard Powers,"Powers, Richard",,"=""""","=""""",0,3.66,W. W. Norton & Company,Kindle Edition,352,2014,2014,,2020/02/23,currently-reading,currently-reading (#11),currently-reading,,,,1,0
20140119,Plowing the Dark,Richard Powers,"Powers, Richard",,"=""""","=""""",4,3.66,"Farrar, Straus and Giroux",Kindle Edition,430,2001,2000,2020/02/22,2020/02/12,,,read,,,,1,0
6481782,The Time of Our Singing,Richard Powers,"Powers, Richard",,"=""""","=""""",5,4.26,FSG,Kindle Edition,642,2007,2002,2020/02/12,2020/01/09,,,read,,,,1,0
6582782,The Echo Maker,Richard Powers,"Powers, Richard",,"=""""","=""""",0,3.44,,Kindle Edition,466,,2006,,2019/12/08,currently-reading,currently-reading (#10),currently-reading,,,,1,0
36075657,The Overstory,Richard Powers,"Powers, Richard",,"=""""","=""""",5,4.12,W. W. Norton & Company,Kindle Edition,513,2018,2018,2019/12/07,2019/10/01,,,read,,,,1,0
116257,"The System of the World (The Baroque Cycle, #3)",Neal Stephenson,"Stephenson, Neal",,"=""0060750863""","=""9780060750862""",5,4.33,William Morrow Paperbacks,Paperback,908,2005,2004,,2011/04/27,,,read,,,,2,0
822,"The Confusion (The Baroque Cycle, #2)",Neal Stephenson,"Stephenson, Neal",,"=""0060733357""","=""9780060733353""",5,4.27,William Morrow Paperbacks,Paperback,815,2005,2004,,2011/04/27,,,read,,,,2,0
22222528,"Straight to Hell: True Tales of Deviance, Debauchery, and Billion-Dollar Deals",John LeFevre,"LeFevre, John",,"=""""","=""""",0,3.77,Atlantic Monthly Press,Kindle Edition,281,2015,2014,,2018/12/03,,,read,,,,1,0
823,"Quicksilver (The Baroque Cycle, #1)",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,3.93,HarperCollins Perennial,Paperback,927,2004,2003,,2011/04/27,,,read,,,,2,0
816,Cryptonomicon,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",5,4.24,Avon,Mass Market Paperback,1152,2002,1999,,2011/04/27,,,read,,,,2,0
40982957,"Neon Prey (Lucas Davenport, #29)",John Sandford,"Sandford, John",,"=""0525536590""","=""""",4,4.19,G.P. Putnam's Sons,Kindle Edition,400,2019,2019,2019/08/04,2018/12/03,,,read,,,,1,0
24966740,"Ancillary Mercy (Imperial Radch, #3)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,4.22,Orbit,Kindle Edition,363,2015,2015,2019/08/15,2019/08/04,,,read,,,,1,0
35233,"The Wheel of Time: Boxed Set #1 (Wheel of Time, #1-3)",Robert Jordan,"Jordan, Robert",,"=""0812538366""","=""9780812538366""",4,4.45,Tor Books,Paperback,2272,1993,1990,,2019/08/05,"to-read, fantasy","to-read (#10), fantasy (#20)",to-read,,,,2,0
20944489,"Ancillary Sword (Imperial Radch, #2)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,4.08,Orbit,Kindle Edition,400,2014,2014,2019/08/04,2019/07/21,,,read,,,,1,0
24871328,The Field Guide to Understanding 'Human Error',Sidney Dekker,"Dekker, Sidney",,"=""1472439074""","=""9781472439079""",5,4.23,Ashgate,Kindle Edition,250,2014,2002,2019/08/04,2019/06/29,,,read,,,,1,0
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Grady Booch, Richard Helm, Ralph Johnson, John Vlissides","=""0201633612""","=""9780201633610""",5,4.20,Addison-Wesley Professional,Hardcover,416,1994,1994,2018/12/03,2018/12/03,"non-fiction, software-development","non-fiction (#4), software-development (#2)",read,,,,1,0
43192869,The Sea-Wolf,Jack London,"London, Jack",,"=""""","=""""",0,4.05,,Kindle Edition,364,2018,1904,2019/08/04,2018/12/10,,,read,,,,1,0
35696749,"Ancillary Justice (Imperial Radch, #1)",Ann Leckie,"Leckie, Ann",,"=""""","=""""",5,3.99,Hachette Book Group,Kindle Edition,397,2013,2013,2019/07/21,2019/07/10,,,read,,,,1,0
42740231,"Fall; or, Dodge in Hell",Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",4,3.58,William Morrow,Kindle Edition,892,2019,2019,2019/07/10,2019/06/10,,,read,,,,1,0
39080433,Accelerate: The Science of Lean Software and DevOps: Building and Scaling High Performing Technology Organizations,Nicole Forsgren,"Forsgren, Nicole","Jez Humble, Gene Kim","=""""","=""""",0,4.07,IT Revolution Press,Kindle Edition,289,2018,,,2019/06/21,currently-reading,currently-reading (#8),currently-reading,,,,1,0
19198232,The Willful Princess and the Piebald Prince,Robin Hobb,"Hobb, Robin",Jon Foster,"=""""","=""""",4,4.03,Subterranean Press,Kindle Edition,73,2013,2013,2019/06/10,2019/06/09,,,read,,,,1,0
30698254,"Assassin's Fate (The Fitz and the Fool, #3)",Robin Hobb,"Hobb, Robin",,"=""0553392972""","=""""",5,4.65,Del Rey,Kindle Edition,952,2017,2017,2019/06/09,2019/05/23,,,read,,,,1,0
40610956,"Fool's Quest  (The Fitz and the Fool, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.53,Del Rey,Kindle Edition,757,2015,2015,2019/05/23,2019/05/12,,,read,,,,1,0
41021196,"Fool's Assassin (The Fitz and the Fool, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.41,Del Rey,Kindle Edition,706,2014,2014,2019/05/12,2019/04/21,,,read,,,,1,0
6487698,"Ship of Destiny (Liveship Traders, #3)",Robin Hobb,"Hobb, Robin",Stephen Youll,"=""""","=""""",4,4.29,Spectra,Kindle Edition,816,2003,2000,2019/02/19,2019/02/15,,,read,,,,1,0
17728784,"Blood of Dragons (Rain Wild Chronicles, #4)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.17,Harper Voyager,Kindle Edition,545,2013,2013,2019/04/21,2019/04/07,,,read,,,,1,0
13059492,"City of Dragons (Rain Wild Chronicles, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.10,Harper Voyager,Kindle Edition,416,2012,2011,2019/04/13,2019/04/07,,,read,,,,1,0
8305126,"Dragon Haven (Rain Wild Chronicles, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.10,HarperCollins e-books,Kindle Edition,526,2010,2010,2019/04/07,2019/04/01,,,read,,,,1,0
8176880,"Dragon Keeper (The Rain Wilds Chronicles, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,3.96,HarperCollins e-books,Kindle Edition,500,2010,2009,2019/04/01,2019/03/25,,,read,,,,1,0
6401606,"Fool's Fate (Tawny Man, #3)",Robin Hobb,"Hobb, Robin","Megan Lindholm, Stephen Youll, John Howe","=""""","=""""",0,4.47,Spectra,Kindle Edition,928,2004,2003,2019/03/25,2019/03/12,,,read,,,,1,0
6392157,"Golden Fool (Tawny Man, #2)",Robin Hobb,"Hobb, Robin",Stephen Youll,"=""""","=""""",4,4.36,Spectra,Kindle Edition,736,2003,2002,2019/03/12,2019/03/02,,,read,,,,1,0
6391993,"Fool's Errand (Tawny Man, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.36,Spectra,Kindle Edition,688,2002,2001,2019/03/02,2019/03/02,,,read,,,,1,0
22180952,"Debt: The First 5,000 Years,Updated and Expanded",David Graeber,"Graeber, David",,"=""1612194192""","=""9781612194196""",0,4.21,Melville House,Paperback,560,2014,2011,,2019/02/24,historical,historical (#2),read,,,,0,0
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",,"=""""","=""""",0,4.36,Vintage,Paperback,512,2015,2011,,2019/02/24,to-read,to-read (#9),to-read,,,,0,0
8400611,The Thousand Autumns of Jacob De Zoet,David Mitchell,"Mitchell, David",,"=""""","=""""",5,4.02,Random House,Kindle Edition,530,2010,2010,,2018/12/03,,,read,,,,2,0
33393253,"Ripple (Breakthrough, #4)",Michael C. Grumley,"Grumley, Michael C.",,"=""""","=""""",4,4.51,,Kindle Edition,450,2016,2016,2018/12/14,2018/12/03,"future-tech, science","future-tech (#2), science (#2)",read,,,,1,0
6352142,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.27,Spectra,Kindle Edition,675,2002,1996,2019/01/09,2018/12/30,"epic, fantasy","epic (#16), fantasy (#19)",read,,,,1,0
6352143,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.20,Spectra,Kindle Edition,757,2002,1997,2019/01/23,2019/01/09,"fantasy, epic","fantasy (#18), epic (#15)",read,,,,1,0
6462121,"Mad Ship (Liveship Traders, #2)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",4,4.30,Spectra,Kindle Edition,864,2003,1999,2019/02/15,2019/02/06,"fantasy, epic","fantasy (#16), epic (#14)",read,,,,1,0
6460575,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,"Hobb, Robin",Stephen Youll,"=""""","=""""",4,4.21,Spectra,Kindle Edition,832,2003,1998,2019/02/06,2019/01/24,"fantasy, epic","fantasy (#17), epic (#13)",read,,,,1,0
18626895,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin","Michael   Whelan, John  Howe","=""""","=""""",4,4.18,Spectra,Kindle Edition,464,2002,1995,2018/12/30,2018/12/24,,,read,,,,1,0
6617037,"Debt: The First 5,000 Years",David Graeber,"Graeber, David",,"=""1933633867""","=""9781933633862""",0,4.21,Melville House,Hardcover,534,2011,2011,,2018/12/23,currently-reading,currently-reading (#7),currently-reading,,,,1,0
37684919,"Salvation (Salvation Sequence, #1)",Peter F. Hamilton,"Hamilton, Peter F.",,"=""0399178775""","=""""",0,4.13,Del Rey,Kindle Edition,552,2018,2018,,2018/12/14,currently-reading,currently-reading (#6),currently-reading,,,,1,0
41566240,Terra Nullius,Claire G. Coleman,"Coleman, Claire G.",,"=""""","=""""",5,3.76,Small Beer Press,Kindle Edition,0,2018,2017,2018/12/14,2018/12/10,,,read,,,,1,0
27858849,"Catalyst (Breakthrough, #3)",Michael C. Grumley,"Grumley, Michael C.",,"=""""","=""""",4,4.39,,Kindle Edition,454,2015,2015,2018/12/06,2018/11/27,,,read,,,,1,0
18652426,"At All Costs (Honor Harrington, #11)",David Weber,"Weber, David",,"=""1618245007""","=""""",0,4.21,Baen Books,Kindle Edition,1090,2005,2005,2017/11/30,2017/07/18,,,read,,,,1,0
8148687,"To Green Angel Tower, Part 1 (Memory, Sorrow, and Thorn, #3)",Tad Williams,"Williams, Tad",,"=""""","=""""",0,4.21,DAW,Kindle Edition,816,1994,1994,,2018/12/03,,,read,,,,1,0
8167251,The Short Novels of John Steinbeck,John Steinbeck,"Steinbeck, John",,"=""""","=""""",0,4.31,Penguin Classics,Kindle Edition,643,2009,2009,,2018/12/03,,,read,,,,1,0
826383,"Cannery Row (Cannery Row, #1)",John Steinbeck,"Steinbeck, John",,"=""0140187375""","=""9780140187373""",0,4.06,Penguin Classics,Paperback,185,1994,1945,,2018/12/03,,,read,,,,1,0
8242507,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,"Williams, Tad",,"=""""","=""""",0,3.97,DAW,Kindle Edition,668,2005,1988,,2018/12/03,,,read,,,,1,0
18626815,"Wool (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.22,Broad Reach Publishing,Kindle Edition,530,2012,2012,,2018/12/03,,,read,,,,1,0
205189,Auto-da-Fé,Elias Canetti,"Canetti, Elias",C.V. Wedgwood,"=""0374518793""","=""9780374518790""",0,4.02,"Farrar, Straus and Giroux",Paperback,464,1984,1935,,2018/12/03,,,read,,,,1,0
17719059,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",,"=""""","=""""",0,3.85,Waxkeep Publishing ,Kindle Edition,214,2013,1882,,2018/12/03,,,read,,,,1,0
7495987,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",5,4.25,Back Bay Books,Kindle Edition,1079,2009,1996,,2018/12/03,,,read,,,,1,0
9790604,"The Bond: Our Kinship with Animals, Our Call to Defend Them",Wayne Pacelle,"Pacelle, Wayne",,"=""0061969788""","=""9780061969782""",0,4.13,William Morrow,Hardcover,320,2011,2011,,2018/12/03,,,read,,,,1,0
13331199,The Smitten Kitchen Cookbook: Recipes and Wisdom from an Obsessive Home Cook,Deb Perelman,"Perelman, Deb",,"=""030759565X""","=""9780307595652""",0,3.99,Knopf,Hardcover,336,2012,2012,,2018/12/03,,,read,,,,1,0
24379960,Chasing the Scream: The First and Last Days of the War on Drugs,Johann Hari,"Hari, Johann",,"=""1620408929""","=""""",0,4.50,Bloomsbury USA,Kindle Edition,408,2015,2015,,2018/12/03,non-fiction,non-fiction (#13),read,,,,1,0
5291224,Timbuktu,Paul Auster,"Auster, Paul",,"=""0312428944""","=""9780312428945""",5,3.71,Picador,Paperback,181,2009,1999,,2018/12/03,,,read,,,,1,0
25402243,"Calamity (The Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.18,Delacorte Press,Kindle Edition,448,2016,2016,,2018/12/03,,,read,,,,1,0
23397921,Sixth of the Dusk (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,"=""1938570073""","=""""",0,4.22,"Dragonsteel, LLC",Kindle Edition,59,2014,2014,,2018/12/03,,,read,,,,1,0
8207390,No One Would Listen,Harry Markopolos,"Markopolos, Harry",,"=""""","=""""",0,3.87,,Kindle Edition,380,,2010,,2018/12/03,non-fiction,non-fiction (#12),read,,,,1,0
25614984,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,Marie Kondō,"Kondō, Marie",,"=""1607749726""","=""9781607749721""",0,3.88,Ten Speed Press,Hardcover,291,2016,2012,,2018/12/03,non-fiction,non-fiction (#11),read,,,,1,0
23360117,"An Eames Anthology: Articles, Film Scripts, Interviews, Letters, Notes, and Speeches",Charles Eames,"Eames, Charles","Ray Eames, Daniel Ostroff","=""0300203454""","=""9780300203455""",0,4.62,Yale University Press,Hardcover,420,2015,2015,,2018/12/03,"non-fiction, furniture","non-fiction (#10), furniture (#1)",read,,,,1,0
32592590,Love Is Love: A Comic Book Anthology to Benefit the Survivors of the Orlando Pulse Shooting,Marc Andreyko,"Andreyko, Marc","Joshua Hale Fialkov, Gabriel Bautista, Teddy Tenenbaum, Mike Huddleston, Judd Winick, Jeff Jensen, David López, Phil Jimenez, Tee Franklin, Carla Speed McNeil, Kaare Andrews, Joe Kelly, Víctor Santos, Rafael Albuquerque, Jim Zub, Vivian Ng, Paul Dini, Bill Morrison, Sina Grace, David Lafuente, Nunzio DeFlippis, Christina Weir, Emma Vieceli, Steve Pugh, Rob Williams, Mike Dowling, Marc Guggenheim, Brent Peeples, Grant Morrison, Jesús Merino, Eddie Gorodetsky, Jesús Iglesias, Devon T.W. Morales, Rags Morales, José Villarrubia, Robert Venditti, Pedro Víllora, Brad Walker, Amanda Deibert, Cat Staggs, Scott Snyder, Jock, Jeff Dixon, Karl Slominski, Gail Simone, Jim Calafiore, Justin Zimmerman, Rabbi Rodriguez, Jeff  King","=""1631409395""","=""9781631409394""",4,4.12,IDW Publishing,Paperback,144,2016,2016,,2018/12/03,,,read,,,,1,0
13665175,"The Mongoliad: Book Two (Foreworld, #2)",Neal Stephenson,"Stephenson, Neal","Erik Bear, Greg Bear, Joseph Brassey, Nicole Galland, Cooper Moo, Mark Teppo, Mike Grell","=""1612187455""","=""""",0,3.70,47North,Kindle Edition,464,2012,2012,,2018/12/03,,,read,,,,1,0
34731459,"The Girl in the Tower (Winternight Trilogy, #2)",Katherine Arden,"Arden, Katherine",,"=""1101885971""","=""""",4,4.35,Del Rey,Kindle Edition,383,2017,2017,,2018/12/03,,,read,,,,1,0
36645273,"The Winter of the Witch (Winternight Trilogy, #3)",Katherine Arden,"Arden, Katherine",,"=""""","=""""",0,4.49,Del Rey,Kindle Edition,385,2019,2019,,2018/12/03,,,read,,,,1,0
18657499,"Deadly Coast (Tom Dugan, #2)",R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,4.05,R.E. McDermott,Kindle Edition,243,2013,2012,2018/11/15,2018/12/03,post-apocalypse,post-apocalypse (#6),read,,,,2,0
36373019,"Deadly Straits (Tom Dugan, #1)",R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,3.96,R.E. McDermott,Kindle Edition,411,2013,2011,,2018/12/03,post-apocalypse,post-apocalypse (#5),read,,,,1,0
25810687,"Project Smoke: Seven Steps to Smoked Food Nirvana, Plus 100 Irresistible Recipes from Classic (Slam-Dunk Brisket) to Adventurous (Smoked Bacon-Bourbon ... (Steven Raichlen Barbecue Bible Cookbooks)",Steven Raichlen,"Raichlen, Steven",,"=""0761181865""","=""9780761181866""",0,4.25,Workman Publishing Company,Paperback,336,2016,2016,,2018/12/03,"to-read, recipes","to-read (#8), recipes (#1)",to-read,,,,0,0
30649467,"This Life I Live: One Man's Extraordinary, Ordinary Life and the Woman Who Changed It Forever",Rory Feek,"Feek, Rory",,"=""0718090195""","=""9780718090197""",0,4.42,Thomas Nelson,Hardcover,252,2017,2017,,2018/12/03,"biography, health, non-fiction","biography (#1), health (#4), non-fiction (#9)",read,,,,1,0
138890,Creating Affluence: The A-to-Z Steps to a Richer Life,Deepak Chopra,"Chopra, Deepak",Richard Carlson,"=""1878424343""","=""9781878424341""",0,3.93,New World Library and Amber-Allen Publishing,Paperback,117,1998,,,2018/12/03,"spirituality, non-fiction","spirituality (#1), non-fiction (#8)",read,,,,1,0
28956877,Life-Changing Foods,Anthony William,"William, Anthony",,"=""1401948324""","=""9781401948320""",0,4.23,Hay House Inc.,Hardcover,352,2016,2016,,2018/12/03,"currently-reading, health, non-fiction","currently-reading (#5), health (#3), non-fiction (#7)",currently-reading,,,,1,0
24886265,Medical Medium: Secrets Behind Chronic and Mystery Illness and How to Finally Heal,Anthony William,"William, Anthony",,"=""1401948294""","=""9781401948290""",0,4.04,Hay House Inc.,Hardcover,365,2015,2015,,2018/12/03,"currently-reading, health, non-fiction","currently-reading (#4), health (#2), non-fiction (#6)",currently-reading,,,,1,0
38902941,Medical Medium Liver Rescue,Anthony William,"William, Anthony",,"=""1401954405""","=""9781401954406""",0,4.12,"Hay House, Inc.",Hardcover,496,2018,2018,,2018/12/03,"currently-reading, non-fiction, health","currently-reading (#3), non-fiction (#5), health (#1)",currently-reading,,,,1,0
13629,The Mythical Man-Month: Essays on Software Engineering,Frederick P. Brooks Jr.,"Jr., Frederick P. Brooks",,"=""0201835959""","=""9780201835953""",5,4.01,Addison-Wesley Professional,Paperback,322,1995,1975,,2018/12/03,"non-fiction, software-development","non-fiction (#3), software-development (#1)",read,,,,1,0
21189550,Whats Left of Me,Paul Templer,"Templer, Paul",,"=""""","=""""",0,4.00,,Kindle Edition,240,2012,2012,,2018/12/03,to-read,to-read (#7),to-read,,,,0,0
22798216,"Leap (Breakthrough, #2)",Michael C. Grumley,"Grumley, Michael C.",,"=""""","=""""",4,4.28,,Kindle Edition,484,2014,2014,2018/12/02,2018/11/27,,,read,,,,1,0
3220405,"Ender in Exile (Ender's Saga, #5)",Orson Scott Card,"Card, Orson Scott",,"=""0765304961""","=""9780765304964""",0,3.92,Tor Books,Hardcover,369,2008,2008,,2018/11/30,,,read,,,,1,0
8647,"Shadow of the Giant (The Shadow Series, #4)",Orson Scott Card,"Card, Orson Scott",,"=""1841492051""","=""9781841492056""",0,4.01,,Hardcover,388,2005,2005,,2018/11/30,,,read,,,,1,0
234724,"Shadow Puppets (The Shadow Series, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0765340054""","=""9780765340054""",0,3.90,Tor Books,Mass Market Paperback,375,2003,2002,,2018/11/30,,,read,,,,1,0
31360,"Children of the Mind (Ender's Saga, #4)",Orson Scott Card,"Card, Orson Scott",,"=""0765304740""","=""9780765304742""",0,3.78,Tor Books,Paperback,370,2002,1996,,2018/11/30,,,read,,,,1,0
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,"Card, Orson Scott",,"=""0312861877""","=""9780312861872""",0,3.81,Tor Books,Mass Market Paperback,592,1996,1991,,2018/11/30,,,read,,,,1,0
9532,"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0765342405""","=""9780765342409""",0,4.32,Starscape,Paperback,469,2002,1999,,2018/11/30,,,read,,,,1,0
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,"Card, Orson Scott",,"=""0812550757""","=""9780812550757""",0,4.10,Tor Books,Paperback,382,1994,1986,,2018/11/30,,,read,,,,1,0
6497070,"Wicked Prey (Lucas Davenport, #19)",John Sandford,"Sandford, John",,"=""""","=""""",4,4.18,,Kindle Edition,415,,2009,2018/11/30,2018/01/27,,,read,,,,1,0
10268500,"The Fool's Run (Kidd & LuEllen, #1)",John Camp,"Camp, John",John Sandford,"=""""","=""""",4,4.01,,Kindle Edition,352,2009,1989,2018/11/30,2018/05/02,,,read,,,,1,0
40004709,"The Bear and the Nightingale (Winternight Trilogy, #1)",Katherine Arden,"Arden, Katherine",,"=""""","=""""",4,4.10,Del Rey,Kindle Edition,370,2017,2017,,2018/07/23,to-read,to-read (#3),to-read,,,,0,0
35673201,"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,"Feist, Raymond E.",,"=""0525480064""","=""""",4,4.11,Spectra,Kindle Edition,346,2017,1985,2018/11/30,2018/09/19,,,read,,,,1,0
39106421,"In the Heat of the Moment (Sandhamn Murders, #5)",Viveca Sten,"Sten, Viveca",Marlaine Delargy,"=""1503959856""","=""9781503959859""",4,4.15,Amazon Crossing,Kindle Edition,414,2018,2012,2018/11/30,2018/09/18,,,read,,,,1,0
6564771,The Fourth Turning: What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,William Strauss,"Strauss, William",Neil Howe,"=""""","=""""",0,3.88,,Kindle Edition,400,,1996,,2018/07/09,to-read,to-read (#6),to-read,,,,0,0
32703696,The Gray House,Mariam Petrosyan,"Petrosyan, Mariam",Yuri Machkasov,"=""1503997812""","=""9781503997813""",0,4.25,Amazon Crossing,Kindle Edition,736,2017,2009,,2018/06/20,to-read,to-read (#5),to-read,,,,0,0
35836148,The House by the River,Lena Manta,"Manta, Lena",Gail Holst-Warhaft,"=""1542095891""","=""9781542095891""",0,3.90,Amazon Crossing,Kindle Edition,545,2017,2007,,2018/06/20,to-read,to-read (#4),to-read,,,,0,0
25301694,The Vorrh,B. Catling,"Catling, B.",,"=""""","=""""",0,3.46,Vintage,Kindle Edition,514,2015,2012,2018/11/30,2018/04/15,,,read,,,,1,0
33930065,"Deep Freeze (Virgil Flowers, #10)",John Sandford,"Sandford, John",,"=""""","=""""",0,4.19,G.P. Putnam's Sons,Kindle Edition,399,2017,2017,2018/11/30,2018/04/03,,,read,,,,1,0
29079458,"Escape Clause (Virgil Flowers, #9)",John Sandford,"Sandford, John",,"=""""","=""""",0,4.25,G.P. Putnam's Sons,Kindle Edition,399,2016,2016,2018/11/30,2018/03/31,,,read,,,,1,0
29958044,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.47,Tor Books,Kindle Edition,673,2016,2016,2018/11/30,2017/12/02,,,read,,,,1,0
34039808,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,4.62,Tor Books,Kindle Edition,1220,2017,2017,2018/11/30,2017/12/02,,,read,,,,1,0
18902299,"Raising Steam (Discworld, #40)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.01,Anchor,Kindle Edition,386,2014,2013,2018/11/30,2017/04/19,,,read,,,,1,0
8296097,The Best of Gene Wolfe,Gene Wolfe,"Wolfe, Gene",,"=""""","=""""",0,4.24,Tor Books,Kindle Edition,482,2009,2009,2018/11/30,2015/09/01,,,read,,,,1,0
18157979,Bleeding Edge,Thomas Pynchon,"Pynchon, Thomas",,"=""0698142683""","=""""",0,3.60,The Penguin Press,Kindle Edition,496,2013,2013,2018/11/30,2015/09/01,,,read,,,,1,0
19491671,The Devil In A Forest,Gene Wolfe,"Wolfe, Gene",,"=""""","=""""",0,3.67,Orb Books,Kindle Edition,253,1996,1976,2018/11/30,2015/08/24,,,read,,,,1,0
18627533,Some Remarks: Essays and Other Writing,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.74,William Morrow,Kindle Edition,341,2012,1994,2018/11/30,2015/08/18,,,read,,,,1,0
8141052,"An Echo in the Bone (Outlander, #7)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,4.44,Delacorte Press,Kindle Edition,1186,2009,2009,2018/11/30,2015/04/24,fantasy,fantasy (#15),read,,,,1,0
6526293,"Lord John and the Private Matter (Lord John Grey, #1)",Diana Gabaldon,"Gabaldon, Diana",,"=""""","=""""",0,3.75,Delacorte Press,Kindle Edition,400,,2003,2018/11/30,2015/05/26,fantasy,fantasy (#14),read,,,,1,0
17279560,Dangerous Women,George R.R. Martin,"Martin, George R.R.","Gardner Dozois, Carrie Vaughn, Lev Gossman, Joe R. Lansdale, Megan Lindholm, Lawrence Block, Brandon Sanderson, Sharon Kay Penman, Lev Grossman, Nancy Kress, Diana Rowland, Diana Gabaldon, S.M. Stirling, Sam Sykes, Pat Cadigan, Caroline Spector, Joe Abercrombie, Megan Abbott, Cecelia Holland, Jim Butcher, Sherrilyn Kenyon, Melinda M. Snodgrass","=""""","=""""",0,3.67,Tor Books,Kindle Edition,736,2013,2013,2018/11/30,2015/06/22,fantasy,fantasy (#13),read,,,,1,0
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",5,4.01,Random House,Paperback,509,2004,2004,2018/11/30,2013/02/10,,,read,,,,1,0
18622809,"Breakthrough (Breakthrough, #1)",Michael C. Grumley,"Grumley, Michael C.",,"=""""","=""""",4,3.98,,Kindle Edition,322,2013,2013,2018/11/30,2018/11/24,,,read,,,,1,0
20986636,Deadly Crossing (Tom Dugan #3),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,4.13,Amazon Digital Services,Kindle Edition,296,2014,2014,2018/11/30,2018/11/05,"epic, post-apocalypse","epic (#12), post-apocalypse (#4)",read,,,,1,0
35385796,A Case of Need,Michael Crichton,"Crichton, Michael",,"=""""","=""""",4,3.75,Open Road Media Mystery & Thriller,Kindle Edition,319,2017,1968,2018/11/30,2018/11/21,mystery,mystery (#1),read,,,,1,0
36212493,Promises To Keep (Disruption #3),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,4.50,R.E. McDermott,Kindle Edition,389,2017,,2018/11/30,2018/11/17,post-apocalypse,post-apocalypse (#2),read,,,,1,0
31279685,Push Back (Disruption #2),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,4.42,R.E. McDermott,Kindle Edition,391,2016,,2018/11/30,2018/11/11,post-apocalypse,post-apocalypse (#1),read,,,,1,0
26790758,Under a Tell-Tale Sky (Disruption #1),R.E. McDermott,"McDermott, R.E.",,"=""""","=""""",4,4.08,R.E. McDermott,Kindle Edition,352,2015,2015,2018/11/30,2018/11/09,post-apocalypse,post-apocalypse (#3),read,,,,1,0
38325698,"Holy Ghost (Virgil Flowers, #11)",John Sandford,"Sandford, John",,"=""0735217335""","=""""",5,4.16,G.P. Putnam's Sons,Kindle Edition,383,2018,2018,2018/10/24,2018/10/16,,,read,,,,1,0
